departamento,municipio,anio,area_sembrada_ha,area_cosechada_ha,produccion_t,rendimiento_t_ha,rendimiento_kg_ha
Narino,Santacruz,2016,146.0,133.0,142.0,1.07,1067.6691729323309
Narino,Guaitarilla,2016,106.0,92.0,100.0,1.09,1086.9565217391305
Narino,Tangua,2016,100.0,81.0,96.0,1.18,1185.1851851851852
Narino,Providencia,2016,76.0,70.0,75.0,1.06,1071.4285714285713
Narino,Cumbitara,2016,64.0,63.0,61.0,0.98,968.2539682539683
Narino,Mallama,2016,44.0,41.0,43.0,1.03,1048.780487804878
Narino,Tuquerres,2016,41.0,35.0,40.0,1.12,1142.857142857143
Narino,Imues,2016,11.0,10.0,10.0,0.95,1000.0
Narino,Iles,2016,10.0,10.0,9.0,0.88,900.0
Narino,Ricaurte,2016,5.0,4.0,5.0,1.11,1250.0
Narino,La Union,2017,4897.0,4233.0,4281.0,1.01,1011.3394755492559
Narino,San Lorenzo,2017,3464.0,3061.0,3870.0,1.26,1264.2927147990852
Narino,Buesaco,2017,3191.0,2776.0,2807.0,1.01,1011.1671469740634
Narino,Colon,2017,2531.0,2223.0,2435.0,1.1,1095.366621682411
Narino,Arboleda,2017,1940.0,1644.0,1524.0,0.93,927.007299270073
Narino,Alban,2017,1935.0,1671.0,1760.0,1.05,1053.2615200478756
Narino,El Tablon,2017,1922.0,1614.0,2448.0,1.52,1516.728624535316
Narino,Consaca,2017,1809.0,1657.0,1816.0,1.1,1095.956547978274
Narino,Taminango,2017,1691.0,1523.0,1027.0,0.67,674.3269862114248
Narino,Sandona,2017,1587.0,1401.0,1771.0,1.26,1264.097073518915
Narino,Samaniego,2017,1575.0,1448.0,1098.0,0.76,758.2872928176796
Narino,La Florida,2017,1307.0,1156.0,1655.0,1.43,1431.6608996539792
Narino,San Pablo,2017,1207.0,1046.0,1074.0,1.03,1026.7686424474186
Narino,El Rosario,2017,899.0,830.0,839.0,1.01,1010.843373493976
Narino,El Tambo,2017,894.0,818.0,690.0,0.84,843.5207823960881
Narino,San Pedro De Cartago,2017,874.0,754.0,953.0,1.26,1263.9257294429708
Narino,Los Andes,2017,861.0,787.0,597.0,0.76,758.576874205845
Narino,Leiva,2017,799.0,719.0,606.0,0.84,842.837273991655
Narino,Linares,2017,795.0,703.0,474.0,0.67,674.25320056899
Narino,El Peñol,2017,725.0,657.0,443.0,0.67,674.2770167427701
Narino,Yacuanquer,2017,460.0,425.0,430.0,1.01,1011.7647058823529
Narino,Chachagui,2017,458.0,405.0,410.0,1.01,1012.3456790123457
Narino,Ancuya,2017,356.0,283.0,286.0,1.01,1010.6007067137809
Narino,San Bernardo,2017,334.0,281.0,213.0,0.76,758.0071174377224
Narino,Policarpa,2017,326.0,315.0,213.0,0.67,676.1904761904761
Narino,Pasto,2017,305.0,274.0,231.0,0.84,843.0656934306569
Narino,Funes,2017,214.0,211.0,206.0,0.98,976.303317535545
Narino,La Cruz,2017,196.0,147.0,268.0,1.82,1823.1292517006802
Narino,Santacruz,2017,145.0,133.0,157.0,1.18,1180.451127819549
Narino,Guaitarilla,2017,105.0,97.0,94.0,0.97,969.0721649484536
Narino,Tangua,2017,104.0,98.0,99.0,1.01,1010.204081632653
Narino,Providencia,2017,86.0,79.0,73.0,0.93,924.0506329113924
Narino,Cumbitara,2017,64.0,64.0,64.0,1.01,1000.0
Narino,Mallama,2017,47.0,42.0,35.0,0.84,833.3333333333334
Narino,Tuquerres,2017,41.0,37.0,31.0,0.84,837.8378378378378
Narino,Imues,2017,11.0,11.0,12.0,1.1,1090.909090909091
Narino,Iles,2017,10.0,10.0,11.0,1.04,1100.0
Narino,Ricaurte,2017,5.0,5.0,3.0,0.66,600.0
Narino,La Union,2018,4845.0,4248.0,4393.0,1.03,1034.1337099811676
Narino,San Lorenzo,2018,3450.0,3091.0,3995.0,1.29,1292.4619864121644
Narino,Buesaco,2018,3093.0,2696.0,2789.0,1.03,1034.4955489614242
Narino,Colon,2018,2493.0,2237.0,2507.0,1.12,1120.697362539115
Narino,Alban,2018,1968.0,1732.0,1866.0,1.08,1077.367205542725
Narino,El Tablon,2018,1946.0,1708.0,2650.0,1.55,1551.5222482435597
Narino,Arboleda,2018,1944.0,1682.0,1595.0,0.95,948.2758620689655
Narino,Consaca,2018,1739.0,1576.0,1766.0,1.12,1120.5583756345177
Narino,Taminango,2018,1678.0,1536.0,1059.0,0.69,689.453125
Narino,Samaniego,2018,1545.0,1404.0,1089.0,0.78,775.6410256410256
Narino,Sandona,2018,1382.0,1176.0,1520.0,1.29,1292.5170068027212
Narino,La Florida,2018,1296.0,1184.0,1734.0,1.47,1464.527027027027
Narino,San Pablo,2018,1217.0,1068.0,1122.0,1.05,1050.561797752809
Narino,El Tambo,2018,905.0,838.0,722.0,0.86,861.5751789976134
Narino,San Pedro De Cartago,2018,869.0,790.0,1022.0,1.29,1293.6708860759493
Narino,El Rosario,2018,858.0,787.0,814.0,1.03,1034.30749682338
Narino,Los Andes,2018,817.0,745.0,578.0,0.78,775.8389261744967
Narino,Leiva,2018,780.0,689.0,594.0,0.86,862.1190130624093
Narino,Linares,2018,775.0,679.0,468.0,0.69,689.2488954344625
Narino,El Peñol,2018,712.0,674.0,465.0,0.69,689.9109792284867
Narino,Yacuanquer,2018,476.0,416.0,430.0,1.03,1033.6538461538462
Narino,Chachagui,2018,445.0,399.0,412.0,1.03,1032.5814536340852
Narino,Ancuya,2018,359.0,304.0,314.0,1.03,1032.8947368421052
Narino,San Bernardo,2018,340.0,270.0,209.0,0.78,774.074074074074
Narino,Policarpa,2018,323.0,304.0,209.0,0.69,687.5
Narino,Pasto,2018,311.0,280.0,241.0,0.86,860.7142857142857
Narino,Funes,2018,217.0,211.0,211.0,1.0,1000.0
Narino,La Cruz,2018,214.0,168.0,313.0,1.87,1863.095238095238
Narino,Santacruz,2018,146.0,130.0,157.0,1.21,1207.6923076923076
Narino,Tangua,2018,108.0,96.0,99.0,1.03,1031.25
Narino,Guaitarilla,2018,103.0,97.0,96.0,0.99,989.6907216494845
Narino,Providencia,2018,89.0,80.0,76.0,0.95,950.0
Narino,Cumbitara,2018,64.0,64.0,66.0,1.03,1031.25
Narino,Mallama,2018,48.0,45.0,39.0,0.86,866.6666666666666
Narino,Tuquerres,2018,40.0,37.0,32.0,0.86,864.8648648648649
Narino,Imues,2018,11.0,11.0,12.0,1.12,1090.909090909091
Narino,Iles,2018,10.0,10.0,11.0,1.06,1100.0
Narino,Ricaurte,2018,5.0,5.0,3.0,0.62,600.0
Quindio,Armenia,2019,,,,,
Quindio,Armenia,2020,,,,,
Quindio,Armenia,2021,,,,,
Quindio,Armenia,2022,,,,,
Quindio,Armenia,2023,,,,,
Quindio,Armenia,2024,,,,,
Quindio,Buenavista,2019,,,,,
Quindio,Buenavista,2020,,,,,
Quindio,Buenavista,2021,,,,,
Quindio,Buenavista,2022,,,,,
Quindio,Buenavista,2023,,,,,
Quindio,Buenavista,2024,,,,,
Quindio,Calarcá,2019,,,,,
Quindio,Calarcá,2020,,,,,
Quindio,Calarcá,2021,,,,,
Quindio,Calarcá,2022,,,,,
Quindio,Calarcá,2023,,,,,
Quindio,Calarcá,2024,,,,,
Quindio,Circasia,2019,,,,,
Quindio,Circasia,2020,,,,,
Quindio,Circasia,2021,,,,,
Quindio,Circasia,2022,,,,,
Quindio,Circasia,2023,,,,,
Quindio,Circasia,2024,,,,,
Quindio,Córdoba,2019,,,,,
Quindio,Córdoba,2020,,,,,
Quindio,Córdoba,2021,,,,,
Quindio,Córdoba,2022,,,,,
Quindio,Córdoba,2023,,,,,
Quindio,Córdoba,2024,,,,,
Quindio,Filandia,2019,,,,,
Quindio,Filandia,2020,,,,,
Quindio,Filandia,2021,,,,,
Quindio,Filandia,2022,,,,,
Quindio,Filandia,2023,,,,,
Quindio,Filandia,2024,,,,,
Quindio,Génova,2019,,,,,
Quindio,Génova,2020,,,,,
Quindio,Génova,2021,,,,,
Quindio,Génova,2022,,,,,
Quindio,Génova,2023,,,,,
Quindio,Génova,2024,,,,,
Quindio,La Tebaida,2019,,,,,
Quindio,La Tebaida,2020,,,,,
Quindio,La Tebaida,2021,,,,,
Quindio,La Tebaida,2022,,,,,
Quindio,La Tebaida,2023,,,,,
Quindio,La Tebaida,2024,,,,,
Quindio,Montenegro,2019,,,,,
Quindio,Montenegro,2020,,,,,
Quindio,Montenegro,2021,,,,,
Quindio,Montenegro,2022,,,,,
Quindio,Montenegro,2023,,,,,
Quindio,Montenegro,2024,,,,,
Quindio,Pijao,2019,,,,,
Quindio,Pijao,2020,,,,,
Quindio,Pijao,2021,,,,,
Quindio,Pijao,2022,,,,,
Quindio,Pijao,2023,,,,,
Quindio,Pijao,2024,,,,,
Quindio,Quimbaya,2019,,,,,
Quindio,Quimbaya,2020,,,,,
Quindio,Quimbaya,2021,,,,,
Quindio,Quimbaya,2022,,,,,
Quindio,Quimbaya,2023,,,,,
Quindio,Quimbaya,2024,,,,,
Quindio,Salento,2019,,,,,
Quindio,Salento,2020,,,,,
Quindio,Salento,2021,,,,,
Quindio,Salento,2022,,,,,
Quindio,Salento,2023,,,,,
Quindio,Salento,2024,,,,,
Narino,Pasto,2019,,,,,
Narino,Pasto,2020,,,,,
Narino,Pasto,2021,,,,,
Narino,Pasto,2022,,,,,
Narino,Pasto,2023,,,,,
Narino,Pasto,2024,,,,,
Narino,Albán,2019,,,,,
Narino,Albán,2020,,,,,
Narino,Albán,2021,,,,,
Narino,Albán,2022,,,,,
Narino,Albán,2023,,,,,
Narino,Albán,2024,,,,,
Narino,Ancuya,2019,,,,,
Narino,Ancuya,2020,,,,,
Narino,Ancuya,2021,,,,,
Narino,Ancuya,2022,,,,,
Narino,Ancuya,2023,,,,,
Narino,Ancuya,2024,,,,,
Narino,Arboleda,2019,,,,,
Narino,Arboleda,2020,,,,,
Narino,Arboleda,2021,,,,,
Narino,Arboleda,2022,,,,,
Narino,Arboleda,2023,,,,,
Narino,Arboleda,2024,,,,,
Narino,Belén,2023,,,,,
Narino,Belén,2024,,,,,
Narino,Buesaco,2019,,,,,
Narino,Buesaco,2020,,,,,
Narino,Buesaco,2021,,,,,
Narino,Buesaco,2022,,,,,
Narino,Buesaco,2023,,,,,
Narino,Buesaco,2024,,,,,
Narino,Colón,2019,,,,,
Narino,Colón,2020,,,,,
Narino,Colón,2021,,,,,
Narino,Colón,2022,,,,,
Narino,Colón,2023,,,,,
Narino,Colón,2024,,,,,
Narino,Consacá,2019,,,,,
Narino,Consacá,2020,,,,,
Narino,Consacá,2021,,,,,
Narino,Consacá,2022,,,,,
Narino,Consacá,2023,,,,,
Narino,Consacá,2024,,,,,
Narino,Cumbal,2019,,,,,
Narino,Cumbal,2020,,,,,
Narino,Cumbal,2021,,,,,
Narino,Cumbal,2022,,,,,
Narino,Cumbal,2023,,,,,
Narino,Cumbal,2024,,,,,
Narino,Cumbitara,2019,,,,,
Narino,Cumbitara,2020,,,,,
Narino,Cumbitara,2021,,,,,
Narino,Cumbitara,2022,,,,,
Narino,Cumbitara,2023,,,,,
Narino,Cumbitara,2024,,,,,
Narino,Chachagüí,2019,,,,,
Narino,Chachagüí,2020,,,,,
Narino,Chachagüí,2021,,,,,
Narino,Chachagüí,2022,,,,,
Narino,Chachagüí,2023,,,,,
Narino,Chachagüí,2024,,,,,
Narino,El Peñol,2019,,,,,
Narino,El Peñol,2020,,,,,
Narino,El Peñol,2021,,,,,
Narino,El Peñol,2022,,,,,
Narino,El Peñol,2023,,,,,
Narino,El Peñol,2024,,,,,
Narino,El Rosario,2019,,,,,
Narino,El Rosario,2020,,,,,
Narino,El Rosario,2021,,,,,
Narino,El Rosario,2022,,,,,
Narino,El Rosario,2023,,,,,
Narino,El Rosario,2024,,,,,
Narino,El Tablón De Gómez,2019,,,,,
Narino,El Tablón De Gómez,2020,,,,,
Narino,El Tablón De Gómez,2021,,,,,
Narino,El Tablón De Gómez,2022,,,,,
Narino,El Tablón De Gómez,2023,,,,,
Narino,El Tablón De Gómez,2024,,,,,
Narino,El Tambo,2019,,,,,
Narino,El Tambo,2020,,,,,
Narino,El Tambo,2021,,,,,
Narino,El Tambo,2022,,,,,
Narino,El Tambo,2023,,,,,
Narino,El Tambo,2024,,,,,
Narino,Funes,2019,,,,,
Narino,Funes,2020,,,,,
Narino,Funes,2021,,,,,
Narino,Funes,2022,,,,,
Narino,Funes,2023,,,,,
Narino,Funes,2024,,,,,
Narino,Guaitarilla,2019,,,,,
Narino,Guaitarilla,2020,,,,,
Narino,Guaitarilla,2021,,,,,
Narino,Guaitarilla,2022,,,,,
Narino,Guaitarilla,2023,,,,,
Narino,Guaitarilla,2024,,,,,
Narino,Iles,2019,,,,,
Narino,Iles,2020,,,,,
Narino,Iles,2021,,,,,
Narino,Iles,2022,,,,,
Narino,Iles,2023,,,,,
Narino,Iles,2024,,,,,
Narino,Imués,2019,,,,,
Narino,Imués,2020,,,,,
Narino,Imués,2021,,,,,
Narino,Imués,2022,,,,,
Narino,Imués,2023,,,,,
Narino,Imués,2024,,,,,
Narino,La Cruz,2019,,,,,
Narino,La Cruz,2020,,,,,
Narino,La Cruz,2021,,,,,
Narino,La Cruz,2022,,,,,
Narino,La Cruz,2023,,,,,
Narino,La Cruz,2024,,,,,
Narino,La Florida,2019,,,,,
Narino,La Florida,2020,,,,,
Narino,La Florida,2021,,,,,
Narino,La Florida,2022,,,,,
Narino,La Florida,2023,,,,,
Narino,La Florida,2024,,,,,
Narino,La Llanada,2019,,,,,
Narino,La Llanada,2020,,,,,
Narino,La Llanada,2021,,,,,
Narino,La Llanada,2022,,,,,
Narino,La Llanada,2023,,,,,
Narino,La Llanada,2024,,,,,
Narino,La Unión,2019,,,,,
Narino,La Unión,2020,,,,,
Narino,La Unión,2021,,,,,
Narino,La Unión,2022,,,,,
Narino,La Unión,2023,,,,,
Narino,La Unión,2024,,,,,
Narino,Leiva,2019,,,,,
Narino,Leiva,2020,,,,,
Narino,Leiva,2021,,,,,
Narino,Leiva,2022,,,,,
Narino,Leiva,2023,,,,,
Narino,Leiva,2024,,,,,
Narino,Linares,2019,,,,,
Narino,Linares,2020,,,,,
Narino,Linares,2021,,,,,
Narino,Linares,2022,,,,,
Narino,Linares,2023,,,,,
Narino,Linares,2024,,,,,
Narino,Los Andes,2019,,,,,
Narino,Los Andes,2020,,,,,
Narino,Los Andes,2021,,,,,
Narino,Los Andes,2022,,,,,
Narino,Los Andes,2023,,,,,
Narino,Los Andes,2024,,,,,
Narino,Mallama,2019,,,,,
Narino,Mallama,2020,,,,,
Narino,Mallama,2021,,,,,
Narino,Mallama,2022,,,,,
Narino,Mallama,2023,,,,,
Narino,Mallama,2024,,,,,
Narino,Policarpa,2019,,,,,
Narino,Policarpa,2020,,,,,
Narino,Policarpa,2021,,,,,
Narino,Policarpa,2022,,,,,
Narino,Policarpa,2023,,,,,
Narino,Policarpa,2024,,,,,
Narino,Providencia,2019,,,,,
Narino,Providencia,2020,,,,,
Narino,Providencia,2021,,,,,
Narino,Providencia,2022,,,,,
Narino,Providencia,2023,,,,,
Narino,Providencia,2024,,,,,
Narino,Ricaurte,2019,,,,,
Narino,Ricaurte,2020,,,,,
Narino,Ricaurte,2021,,,,,
Narino,Ricaurte,2022,,,,,
Narino,Ricaurte,2023,,,,,
Narino,Ricaurte,2024,,,,,
Narino,Samaniego,2019,,,,,
Narino,Samaniego,2020,,,,,
Narino,Samaniego,2021,,,,,
Narino,Samaniego,2022,,,,,
Narino,Samaniego,2023,,,,,
Narino,Samaniego,2024,,,,,
Narino,Sandoná,2019,,,,,
Narino,Sandoná,2020,,,,,
Narino,Sandoná,2021,,,,,
Narino,Sandoná,2022,,,,,
Narino,Sandoná,2023,,,,,
Narino,Sandoná,2024,,,,,
Narino,San Bernardo,2019,,,,,
Narino,San Bernardo,2020,,,,,
Narino,San Bernardo,2021,,,,,
Narino,San Bernardo,2022,,,,,
Narino,San Bernardo,2023,,,,,
Narino,San Bernardo,2024,,,,,
Narino,San Lorenzo,2019,,,,,
Narino,San Lorenzo,2020,,,,,
Narino,San Lorenzo,2021,,,,,
Narino,San Lorenzo,2022,,,,,
Narino,San Lorenzo,2023,,,,,
Narino,San Lorenzo,2024,,,,,
Narino,San Pablo,2019,,,,,
Narino,San Pablo,2020,,,,,
Narino,San Pablo,2021,,,,,
Narino,San Pablo,2022,,,,,
Narino,San Pablo,2023,,,,,
Narino,San Pablo,2024,,,,,
Narino,San Pedro De Cartago,2019,,,,,
Narino,San Pedro De Cartago,2020,,,,,
Narino,San Pedro De Cartago,2021,,,,,
Narino,San Pedro De Cartago,2022,,,,,
Narino,San Pedro De Cartago,2023,,,,,
Narino,San Pedro De Cartago,2024,,,,,
Narino,Santacruz,2019,,,,,
Narino,Santacruz,2020,,,,,
Narino,Santacruz,2021,,,,,
Narino,Santacruz,2022,,,,,
Narino,Santacruz,2023,,,,,
Narino,Santacruz,2024,,,,,
Narino,Taminango,2019,,,,,
Narino,Taminango,2020,,,,,
Narino,Taminango,2021,,,,,
Narino,Taminango,2022,,,,,
Narino,Taminango,2023,,,,,
Narino,Taminango,2024,,,,,
Narino,Tangua,2019,,,,,
Narino,Tangua,2020,,,,,
Narino,Tangua,2021,,,,,
Narino,Tangua,2022,,,,,
Narino,Tangua,2023,,,,,
Narino,Tangua,2024,,,,,
Narino,Túquerres,2019,,,,,
Narino,Túquerres,2020,,,,,
Narino,Túquerres,2021,,,,,
Narino,Túquerres,2022,,,,,
Narino,Túquerres,2023,,,,,
Narino,Túquerres,2024,,,,,
Narino,Yacuanquer,2019,,,,,
Narino,Yacuanquer,2020,,,,,
Narino,Yacuanquer,2021,,,,,
Narino,Yacuanquer,2022,,,,,
Narino,Yacuanquer,2023,,,,,
Narino,Yacuanquer,2024,,,,,
