version,fecha,seed,n_filas_panel,departamentos,rango_anos,mejores_modelos
Fase 2 Equipo 9 | SEED 2026,2026-09-01 00:29,2026,40,"Narino,Quindio",2007-2018,Narino:RidgeCV_AlphaLog | Quindio:ExtraTrees_Eq9
