departamento,year,rendimiento_kg_ha,anom_temp_mean_e9,area_cosechada_ha,area_sembrada_ha,enso_spi3dev,evi_max,evi_mean,evi_min,n_exceso_e9,n_exceso_e9_lag1,n_municipios,n_sequia_e9,n_sequia_e9_lag1,ndvi_max,ndvi_mean,ndvi_min,oni_max,oni_mean,oni_mean_lag1,oni_min,pct_area_cosechada,precio_cop_carga,precio_lag1,precio_lag2,precio_spi_int,produccion_t,roya_dummy,roya_interact,roya_shock,spi3_cosecha,spi3_cosecha_lag1,spi3_desarrollo,spi3_desarrollo_lag1,spi3_floracion,spi3_floracion_lag1,spi3_max,spi3_mean,spi3_mean_lag1,spi3_median,spi3_median_lag1,spi3_min,spi3_min_lag1,spi3_std,temp_sq_e9,tmax_mean_e9,tmedia_mean_e9
Quindio,2007,1277.4316720257234,-1.4167271733962146,19904.0,23570.0,-0.021357092515542474,0.4973114548464588,0.3961764247691292,0.2356197599360784,2,0.0,12,2,4.0,0.7709775794708189,0.5568377139228831,0.3227664221223836,0.66,-0.6075,0.07166666666666667,-1.6,0.8444633008061094,418925.22,592555.32,489962.82,-10700.404398628643,25426.0,0,-0.0,0.0,-0.018058068230032337,0.018611260963348253,-0.015370044561726026,-0.3970510463032611,-0.3126385750314557,-0.5155780408920978,1.3127063263979892,-0.115355562607738,-0.2980059420773368,0.2087811551086592,-0.2359318371078154,-1.4033359260532856,-1.2827276515734118,0.8641373927366427,980.9424,31.32,22.91
Quindio,2008,1209.391446528026,-0.5873965572122728,19571.0,23214.0,0.07007850428420083,0.4973114548464588,0.3961764247691292,0.2356197599360784,0,2.0,12,2,2.0,0.7709775794708189,0.5568377139228831,0.3227664221223836,-0.23,-0.7816666666666666,-0.6075,-1.64,0.843068837770311,992389.64,418925.22,592555.32,-42629.685493450335,23669.0,0,-0.0,0.0,-0.10175965412979991,-0.018058068230032337,0.2892425873498655,-0.015370044561726026,-0.6500373761281792,-0.3126385750314557,0.7479108529742543,-0.15418481430270453,-0.115355562607738,-0.039065487000882436,0.2087811551086592,-1.3706651024040135,-1.4033359260532856,0.6201528596667897,893.4121,29.89,22.84
Quindio,2008,1209.391446528026,-1.0046303992026644,19571.0,23214.0,0.07007850428420083,0.4973114548464588,0.3961764247691292,0.2356197599360784,0,2.0,12,2,2.0,0.7709775794708189,0.5568377139228831,0.3227664221223836,-0.23,-0.7816666666666666,-0.6075,-1.64,0.843068837770311,992389.64,418925.22,592555.32,-42629.685493450335,23669.0,0,-0.0,0.0,-0.10175965412979991,-0.018058068230032337,0.2892425873498655,-0.015370044561726026,-0.6500373761281792,-0.3126385750314557,0.7479108529742543,-0.15418481430270453,-0.115355562607738,-0.039065487000882436,0.2087811551086592,-1.3706651024040135,-1.4033359260532856,0.6201528596667897,893.4121,29.89,22.84
Quindio,2009,1153.9470921688012,-0.018137297953018106,19052.0,22863.0,0.12052112984661403,0.4973114548464588,0.3961764247691292,0.2356197599360784,0,0.0,12,4,2.0,0.7709775794708189,0.5568377139228831,0.3227664221223836,1.56,0.2816666666666667,-0.7816666666666666,-0.85,0.8333114639373661,619372.63,992389.64,418925.22,-1018711.3051666283,21985.0,0,-0.0,0.0,-1.0265235186923438,-0.10175965412979991,-0.6710002741507575,0.2892425873498655,-0.5468399281823573,-0.6500373761281792,0.23219635601309968,-0.7481212403418193,-0.15418481430270453,-0.8152190911154349,-0.039065487000882436,-1.6554575176214998,-1.3706651024040135,0.5420446753337018,938.1968999999999,30.63,22.9
Quindio,2009,1153.9470921688012,0.6969825040231079,19052.0,22863.0,0.12052112984661403,0.4973114548464588,0.3961764247691292,0.2356197599360784,0,0.0,12,4,2.0,0.7709775794708189,0.5568377139228831,0.3227664221223836,1.56,0.2816666666666667,-0.7816666666666666,-0.85,0.8333114639373661,619372.63,992389.64,418925.22,-1018711.3051666283,21985.0,0,-0.0,0.0,-1.0265235186923438,-0.10175965412979991,-0.6710002741507575,0.2892425873498655,-0.5468399281823573,-0.6500373761281792,0.23219635601309968,-0.7481212403418193,-0.15418481430270453,-0.8152190911154349,-0.039065487000882436,-1.6554575176214998,-1.3706651024040135,0.5420446753337018,938.1968999999999,30.63,22.9
Quindio,2010,1160.0308387025718,-0.6109329968777466,18159.0,22440.0,-0.21072081602961243,0.4973114548464588,0.3961764247691292,0.2356197599360784,3,0.0,12,2,4.0,0.7709775794708189,0.5568377139228831,0.3227664221223836,1.5,-0.47500000000000003,0.2816666666666667,-1.64,0.8092245989304813,813140.14,619372.63,992389.64,81718.56453052833,21065.0,0,0.0,0.0,0.13193764233742186,-1.0265235186923438,0.8678348858711123,-0.6710002741507575,-0.25270427088265446,-0.5468399281823573,1.6746103175344287,0.2490227524419599,-0.7481212403418193,0.38831954413104663,-0.8152190911154349,-1.848361640684715,-1.6554575176214998,0.9728887443396806,933.3025,30.55,23.1
Quindio,2010,1160.0308387025718,-1.2852755604930195,18159.0,22440.0,-0.21072081602961243,0.4973114548464588,0.3961764247691292,0.2356197599360784,3,0.0,12,2,4.0,0.7709775794708189,0.5568377139228831,0.3227664221223836,1.5,-0.47500000000000003,0.2816666666666667,-1.64,0.8092245989304813,813140.14,619372.63,992389.64,81718.56453052833,21065.0,0,0.0,0.0,0.13193764233742186,-1.0265235186923438,0.8678348858711123,-0.6710002741507575,-0.25270427088265446,-0.5468399281823573,1.6746103175344287,0.2490227524419599,-0.7481212403418193,0.38831954413104663,-0.8152190911154349,-1.848361640684715,-1.6554575176214998,0.9728887443396806,933.3025,30.55,23.1
Quindio,2011,1033.4657398212512,-0.2738362226842028,20140.0,31081.0,-0.11828580740993096,0.4973114548464588,0.3961764247691292,0.2356197599360784,3,3.0,12,0,2.0,0.7709775794708189,0.5568377139228831,0.3227664221223836,-0.37,-0.775,-0.47500000000000003,-1.31,0.6479842990894759,999140.79,813140.14,619372.63,577338.9941304204,20814.0,0,0.0,0.0,0.7100116766224581,0.13193764233742186,-0.02761570438845698,0.8678348858711123,0.3274840979963515,-0.25270427088265446,1.296634432325003,0.3366266900767842,0.2490227524419599,0.371045823160341,0.38831954413104663,-0.7587484248167282,-1.848361640684715,0.7068302642627688,985.3321000000001,31.39,22.83
Quindio,2011,1033.4657398212512,-0.7933400766220373,20140.0,31081.0,-0.11828580740993096,0.4973114548464588,0.3961764247691292,0.2356197599360784,3,3.0,12,0,2.0,0.7709775794708189,0.5568377139228831,0.3227664221223836,-0.37,-0.775,-0.47500000000000003,-1.31,0.6479842990894759,999140.79,813140.14,619372.63,577338.9941304204,20814.0,0,0.0,0.0,0.7100116766224581,0.13193764233742186,-0.02761570438845698,0.8678348858711123,0.3274840979963515,-0.25270427088265446,1.296634432325003,0.3366266900767842,0.2490227524419599,0.371045823160341,0.38831954413104663,-0.7587484248167282,-1.848361640684715,0.7068302642627688,985.3321000000001,31.39,22.83
Quindio,2012,854.0502131691142,-0.2621572809231232,21110.0,30181.0,-0.26088568480950775,0.4973114548464588,0.3961764247691292,0.2356197599360784,0,3.0,12,3,0.0,0.7709775794708189,0.5568377139228831,0.3227664221223836,0.41,-0.06333333333333334,-0.775,-0.72,0.6994466717471257,382672.19,999140.79,813140.14,-511716.7810048775,18029.0,1,-0.5121568312758781,0.12,-0.5121568312758781,0.7100116766224581,-0.729241377112086,-0.02761570438845698,0.03616587603031984,0.3274840979963515,0.9146116140595794,-0.40174411078588146,0.3366266900767842,-0.34554775442563856,0.371045823160341,-1.3638083762862667,-0.7587484248167282,0.6744849835801473,945.5625,30.75,22.98
Quindio,2013,971.5592868597303,0.4051960353802837,21202.0,28878.0,0.025443793683105828,0.4904741955053049,0.3768307591796404,0.2881558840854733,0,0.0,12,1,3.0,0.7596862849733484,0.5302121766954625,0.3695642928148844,-0.1,-0.23416666666666666,-0.06333333333333334,-0.35,0.7341921185677679,1630651.68,382672.19,999140.79,-47157.07107025862,20599.0,1,-0.12323098542974503,0.12,-0.12323098542974503,-0.5121568312758781,-0.17433865610834356,-0.729241377112086,-0.3971933502955991,0.03616587603031984,0.6739239957123542,-0.23158766394456257,-0.40174411078588146,-0.03361192366614629,-0.34554775442563856,-1.4931053549469406,-1.3638083762862667,0.5689241737249957,914.4576,30.24,22.86
Quindio,2013,971.5592868597303,0.12601476208763174,21202.0,28878.0,0.025443793683105828,0.4904741955053049,0.3768307591796404,0.2881558840854733,0,0.0,12,1,3.0,0.7596862849733484,0.5302121766954625,0.3695642928148844,-0.1,-0.23416666666666666,-0.06333333333333334,-0.35,0.7341921185677679,1630651.68,382672.19,999140.79,-47157.07107025862,20599.0,1,-0.12323098542974503,0.12,-0.12323098542974503,-0.5121568312758781,-0.17433865610834356,-0.729241377112086,-0.3971933502955991,0.03616587603031984,0.6739239957123542,-0.23158766394456257,-0.40174411078588146,-0.03361192366614629,-0.34554775442563856,-1.4931053549469406,-1.3638083762862667,0.5689241737249957,914.4576,30.24,22.86
Quindio,2014,1049.203242941012,0.2788162593793082,21462.0,27672.0,0.0542301113070184,0.5038040127397087,0.4122933370459177,0.2431899592276821,0,0.0,12,1,1.0,0.7725383412336337,0.5775100154738181,0.3039094056246615,0.77,0.205,-0.23416666666666666,-0.32,0.7755854293148309,949792.4,1630651.68,382672.19,-275576.37168763863,22518.0,1,-0.16899769280441218,0.12,-0.16899769280441218,-0.12323098542974503,-0.4802961569603937,-0.17433865610834356,-0.32645039959436517,-0.3971933502955991,0.6726985523338016,-0.3252480831197237,-0.23158766394456257,-0.12929940160878683,-0.03361192366614629,-1.4004754925722762,-1.4931053549469406,0.6422382762761041,957.9024999999999,30.95,23.1
Quindio,2014,1049.203242941012,0.018487880367196396,21462.0,27672.0,0.0542301113070184,0.5038040127397087,0.4122933370459177,0.2431899592276821,0,0.0,12,1,1.0,0.7725383412336337,0.5775100154738181,0.3039094056246615,0.77,0.205,-0.23416666666666666,-0.32,0.7755854293148309,949792.4,1630651.68,382672.19,-275576.37168763863,22518.0,1,-0.16899769280441218,0.12,-0.16899769280441218,-0.12323098542974503,-0.4802961569603937,-0.17433865610834356,-0.32645039959436517,-0.3971933502955991,0.6726985523338016,-0.3252480831197237,-0.23158766394456257,-0.12929940160878683,-0.03361192366614629,-1.4004754925722762,-1.4931053549469406,0.6422382762761041,957.9024999999999,30.95,23.1
Quindio,2015,1148.9856690861716,2.8679502459586033,21492.0,27025.0,-0.06667585703954336,0.4879850397428373,0.4141643150246991,0.3335883502051442,0,0.0,12,6,1.0,0.7364421461659597,0.5903304162855489,0.4585786172520935,2.75,1.5483333333333331,0.205,0.61,0.795263644773358,643896.21,949792.4,1630651.68,-874465.0814140205,24694.0,0,-0.0,0.0,-0.9206907545417509,-0.16899769280441218,-1.3543612672994316,-0.4802961569603937,-0.4066499465970844,-0.32645039959436517,0.1923644061024444,-0.8939006561460889,-0.3252480831197237,-0.8920455850983163,-0.12929940160878683,-1.8895917212794169,-1.4004754925722762,0.6671452553441534,954.1921,30.89,22.93
Quindio,2016,1187.1756487025948,-0.6126949153317263,20040.0,25685.0,-1.3840561825995275,0.5078599521412152,0.4038831106551644,0.3104516301713235,0,0.0,12,3,6.0,0.7671352296230247,0.5742671960458413,0.4324745260131024,2.63,0.42333333333333334,1.5483333333333331,-0.64,0.780221919408215,1116644.03,643896.21,949792.4,205599.9433272013,23791.0,0,0.0,0.0,0.3193060312114608,-0.9206907545417509,-0.6314172621429583,-1.3543612672994316,-1.0315159667054905,-0.4066499465970844,0.7358847420861867,-0.44787573254566276,-0.8939006561460889,-0.2771946730681963,-0.8920455850983163,-2.2676060798765563,-1.8895917212794169,0.8861817693652899,977.1876000000001,31.26,23.25
